pincode,age_0_5,age_5_17,age_18_greater,new_date,state_clean,district_clean,month
711103,1,0,0,2025-09-01,West Bengal,Howrah,9
711106,0,1,0,2025-09-01,West Bengal,Howrah,9
711310,1,0,0,2025-09-01,West Bengal,Howrah,9
712101,1,1,0,2025-09-01,West Bengal,Hooghly,9
712103,1,1,1,2025-09-01,West Bengal,Hooghly,9
712135,1,0,0,2025-09-01,West Bengal,Hooghly,9
712136,1,1,0,2025-09-01,West Bengal,Hooghly,9
712139,1,0,0,2025-09-01,West Bengal,Hooghly,9
712149,7,3,1,2025-09-01,West Bengal,Hooghly,9
712234,0,2,0,2025-09-01,West Bengal,Hooghly,9
712250,3,0,0,2025-09-01,West Bengal,Hooghly,9
712403,4,1,0,2025-09-01,West Bengal,Hooghly,9
712501,1,0,0,2025-09-01,West Bengal,Hooghly,9
712502,2,3,0,2025-09-01,West Bengal,Hooghly,9
712601,2,3,1,2025-09-01,West Bengal,Hooghly,9
712704,2,0,0,2025-09-01,West Bengal,Hooghly,9
712707,1,1,0,2025-09-01,West Bengal,Hooghly,9
711109,3,0,0,2025-09-01,West Bengal,Howrah,9
711225,2,0,0,2025-09-01,West Bengal,Howrah,9
711302,4,4,0,2025-09-01,West Bengal,Howrah,9
711305,0,1,0,2025-09-01,West Bengal,Howrah,9
711307,2,1,0,2025-09-01,West Bengal,Howrah,9
711314,6,1,0,2025-09-01,West Bengal,Howrah,9
711412,3,0,0,2025-09-01,West Bengal,Howrah,9
712104,0,1,0,2025-09-01,West Bengal,Hooghly,9
712305,1,0,0,2025-09-01,West Bengal,Hooghly,9
734001,3,0,0,2025-09-01,West Bengal,Jalpaiguri,9
734015,1,2,0,2025-09-01,West Bengal,Jalpaiguri,9
734501,0,1,0,2025-09-01,West Bengal,Jalpaiguri,9
735102,0,1,0,2025-09-01,West Bengal,Jalpaiguri,9
735121,4,4,0,2025-09-01,West Bengal,Jalpaiguri,9
735205,0,1,0,2025-09-01,West Bengal,Jalpaiguri,9
735206,1,0,0,2025-09-01,West Bengal,Jalpaiguri,9
735210,7,11,0,2025-09-01,West Bengal,Jalpaiguri,9
735211,2,3,0,2025-09-01,West Bengal,Jalpaiguri,9
735226,0,1,0,2025-09-01,West Bengal,Jalpaiguri,9
735305,2,0,0,2025-09-01,West Bengal,Jalpaiguri,9
736121,4,5,0,2025-09-01,West Bengal,Jalpaiguri,9
736122,0,1,0,2025-09-01,West Bengal,Jalpaiguri,9
736123,2,0,0,2025-09-01,West Bengal,Jalpaiguri,9
721159,1,0,0,2025-09-01,West Bengal,Jhargram,9
735122,2,0,0,2025-09-01,West Bengal,Cooch Behar,9
736157,3,0,0,2025-09-01,West Bengal,Cooch Behar,9
736159,1,3,0,2025-09-01,West Bengal,Cooch Behar,9
736165,1,0,0,2025-09-01,West Bengal,Cooch Behar,9
736176,2,1,0,2025-09-01,West Bengal,Cooch Behar,9
700005,1,0,0,2025-09-01,West Bengal,Kolkata,9
700018,7,11,1,2025-09-01,West Bengal,Kolkata,9
700019,1,1,0,2025-09-01,West Bengal,Kolkata,9
700026,1,0,0,2025-09-01,West Bengal,Kolkata,9
700037,0,1,0,2025-09-01,West Bengal,Kolkata,9
700066,0,2,0,2025-09-01,West Bengal,Kolkata,9
700075,1,0,0,2025-09-01,West Bengal,Kolkata,9
700078,0,1,0,2025-09-01,West Bengal,Kolkata,9
700092,1,0,0,2025-09-01,West Bengal,Kolkata,9
732122,2,0,0,2025-09-01,West Bengal,Malda,9
732128,2,1,0,2025-09-01,West Bengal,Malda,9
732140,3,2,0,2025-09-01,West Bengal,Malda,9
732143,1,0,0,2025-09-01,West Bengal,Malda,9
732207,8,1,0,2025-09-01,West Bengal,Malda,9
732208,11,5,0,2025-09-01,West Bengal,Malda,9
732210,4,0,0,2025-09-01,West Bengal,Malda,9
732212,1,0,0,2025-09-01,West Bengal,Malda,9
733124,2,0,0,2025-09-01,West Bengal,Malda,9
732139,3,0,0,2025-09-01,West Bengal,,9
732206,3,1,0,2025-09-01,West Bengal,,9
731221,10,0,0,2025-09-01,West Bengal,Murshidabad,9
742134,8,0,0,2025-09-01,West Bengal,Murshidabad,9
742136,9,1,0,2025-09-01,West Bengal,Murshidabad,9
742168,10,0,0,2025-09-01,West Bengal,Murshidabad,9
742174,4,0,0,2025-09-01,West Bengal,Murshidabad,9
742212,15,4,0,2025-09-01,West Bengal,Murshidabad,9
742223,15,0,0,2025-09-01,West Bengal,Murshidabad,9
742232,0,2,0,2025-09-01,West Bengal,Murshidabad,9
742234,1,0,0,2025-09-01,West Bengal,Murshidabad,9
742238,1,0,0,2025-09-01,West Bengal,Murshidabad,9
742301,7,2,0,2025-09-01,West Bengal,Murshidabad,9
742303,1,2,0,2025-09-01,West Bengal,Murshidabad,9
742305,0,2,0,2025-09-01,West Bengal,Murshidabad,9
742308,11,1,0,2025-09-01,West Bengal,Murshidabad,9
742401,7,0,0,2025-09-01,West Bengal,Murshidabad,9
741121,3,0,0,2025-09-01,West Bengal,Nadia,9
741122,2,0,0,2025-09-01,West Bengal,Nadia,9
741124,3,2,0,2025-09-01,West Bengal,Nadia,9
741137,4,1,0,2025-09-01,West Bengal,Nadia,9
741140,2,0,0,2025-09-01,West Bengal,Nadia,9
741154,4,0,0,2025-09-01,West Bengal,Nadia,9
741155,4,2,0,2025-09-01,West Bengal,Nadia,9
741156,9,2,0,2025-09-01,West Bengal,Nadia,9
741158,0,3,0,2025-09-01,West Bengal,Nadia,9
741161,2,2,0,2025-09-01,West Bengal,Nadia,9
741165,7,0,0,2025-09-01,West Bengal,Nadia,9
741167,1,0,0,2025-09-01,West Bengal,Nadia,9
741181,1,1,0,2025-09-01,West Bengal,Nadia,9
741248,2,2,0,2025-09-01,West Bengal,Nadia,9
741404,4,0,0,2025-09-01,West Bengal,Nadia,9
741505,1,0,0,2025-09-01,West Bengal,Nadia,9
700051,0,1,0,2025-09-01,West Bengal,,9
700065,0,1,0,2025-09-01,West Bengal,,9
700116,1,0,0,2025-09-01,West Bengal,,9
700117,0,0,1,2025-09-01,West Bengal,,9
700125,9,3,1,2025-09-01,West Bengal,,9
700131,4,1,0,2025-09-01,West Bengal,,9
700135,8,3,0,2025-09-01,West Bengal,,9
700162,0,1,0,2025-09-01,West Bengal,,9
743122,1,0,0,2025-09-01,West Bengal,,9
743126,7,3,0,2025-09-01,West Bengal,,9
743128,0,0,1,2025-09-01,West Bengal,,9
743145,8,0,0,2025-09-01,West Bengal,,9
743248,2,0,0,2025-09-01,West Bengal,,9
743251,13,2,1,2025-09-01,West Bengal,,9
743252,5,1,0,2025-09-01,West Bengal,,9
743289,3,1,0,2025-09-01,West Bengal,,9
743294,2,1,0,2025-09-01,West Bengal,,9
743445,4,3,0,2025-09-01,West Bengal,,9
733202,0,1,0,2025-09-01,West Bengal,Uttar Dinajpur,9
700119,4,1,0,2025-09-01,West Bengal,North 24 Parganas,9
700124,2,0,0,2025-09-01,West Bengal,North 24 Parganas,9
700135,1,2,0,2025-09-01,West Bengal,North 24 Parganas,9
700155,0,1,0,2025-09-01,West Bengal,North 24 Parganas,9
713204,1,0,0,2025-09-01,West Bengal,Paschim Bardhaman,9
713212,0,1,0,2025-09-01,West Bengal,Paschim Bardhaman,9
721129,2,0,0,2025-09-01,West Bengal,Paschim Medinipur,9
721144,4,1,0,2025-09-01,West Bengal,Paschim Medinipur,9
721146,1,0,0,2025-09-01,West Bengal,Paschim Medinipur,9
721155,1,0,0,2025-09-01,West Bengal,Paschim Medinipur,9
721165,1,1,0,2025-09-01,West Bengal,Paschim Medinipur,9
721166,0,2,0,2025-09-01,West Bengal,Paschim Medinipur,9
721222,1,1,0,2025-09-01,West Bengal,Paschim Medinipur,9
721253,9,3,0,2025-09-01,West Bengal,Paschim Medinipur,9
721304,3,4,0,2025-09-01,West Bengal,Paschim Medinipur,9
721305,4,1,0,2025-09-01,West Bengal,Paschim Medinipur,9
721424,7,3,0,2025-09-01,West Bengal,Paschim Medinipur,9
721437,5,6,0,2025-09-01,West Bengal,Paschim Medinipur,9
721451,0,1,0,2025-09-01,West Bengal,Paschim Medinipur,9
721501,6,0,0,2025-09-01,West Bengal,Paschim Medinipur,9
721506,6,0,0,2025-09-01,West Bengal,Paschim Medinipur,9
721515,2,1,0,2025-09-01,West Bengal,Paschim Medinipur,9
713102,1,0,0,2025-09-01,West Bengal,Purba Bardhaman,9
713141,1,0,0,2025-09-01,West Bengal,Purba Bardhaman,9
713143,3,0,0,2025-09-01,West Bengal,Purba Bardhaman,9
713151,2,0,0,2025-09-01,West Bengal,Purba Bardhaman,9
713512,1,0,0,2025-09-01,West Bengal,Purba Bardhaman,9
721130,2,2,0,2025-09-01,West Bengal,Purba Medinipur,9
721139,10,0,0,2025-09-01,West Bengal,Purba Medinipur,9
721144,1,1,0,2025-09-01,West Bengal,Purba Medinipur,9
721158,1,0,0,2025-09-01,West Bengal,Purba Medinipur,9
721401,9,2,0,2025-09-01,West Bengal,Purba Medinipur,9
721422,1,0,0,2025-09-01,West Bengal,Purba Medinipur,9
721431,7,0,0,2025-09-01,West Bengal,Purba Medinipur,9
721441,3,0,0,2025-09-01,West Bengal,Purba Medinipur,9
721448,10,0,0,2025-09-01,West Bengal,Purba Medinipur,9
721453,1,0,0,2025-09-01,West Bengal,Purba Medinipur,9
721633,9,0,0,2025-09-01,West Bengal,Purba Medinipur,9
721641,1,0,0,2025-09-01,West Bengal,Purba Medinipur,9
721643,5,0,0,2025-09-01,West Bengal,Purba Medinipur,9
721648,6,0,0,2025-09-01,West Bengal,Purba Medinipur,9
721652,6,0,0,2025-09-01,West Bengal,Purba Medinipur,9
723101,0,1,0,2025-09-01,West Bengal,Purulia,9
723130,1,0,0,2025-09-01,West Bengal,Purulia,9
723121,5,6,0,2025-09-01,West Bengal,,9
723126,19,6,0,2025-09-01,West Bengal,,9
723130,2,0,0,2025-09-01,West Bengal,,9
723132,1,1,0,2025-09-01,West Bengal,,9
723144,2,0,0,2025-09-01,West Bengal,,9
723147,5,2,0,2025-09-01,West Bengal,,9
723154,1,1,0,2025-09-01,West Bengal,,9
723202,7,0,0,2025-09-01,West Bengal,,9
723212,8,1,0,2025-09-01,West Bengal,,9
700063,1,0,0,2025-09-01,West Bengal,,9
700070,1,0,0,2025-09-01,West Bengal,,9
700104,0,2,0,2025-09-01,West Bengal,,9
743338,3,1,0,2025-09-01,West Bengal,,9
743347,5,0,0,2025-09-01,West Bengal,,9
743368,7,3,0,2025-09-01,West Bengal,,9
743374,1,0,0,2025-09-01,West Bengal,,9
743375,10,1,0,2025-09-01,West Bengal,,9
743377,0,1,0,2025-09-01,West Bengal,,9
743395,4,4,0,2025-09-01,West Bengal,,9
743613,1,0,0,2025-09-01,West Bengal,,9
733124,1,0,0,2025-09-01,West Bengal,Dakshin Dinajpur,9
700063,1,0,0,2025-09-01,West Bengal,South 24 Parganas,9
700149,0,1,0,2025-09-01,West Bengal,South 24 Parganas,9
743338,1,0,0,2025-09-01,West Bengal,South 24 Parganas,9
743349,2,1,0,2025-09-01,West Bengal,South 24 Parganas,9
743373,5,1,0,2025-09-01,West Bengal,South 24 Parganas,9
743374,0,1,0,2025-09-01,West Bengal,South 24 Parganas,9
733128,3,1,1,2025-09-01,West Bengal,Uttar Dinajpur,9
721166,2,1,0,2025-09-01,West Bengal,,9
721424,1,3,0,2025-09-01,West Bengal,,9
712305,0,1,0,2025-09-01,West Bengal,Hooghly,9
722101,7,9,0,2025-09-01,West Bengal,Bankura,9
722102,1,0,0,2025-09-01,West Bengal,Bankura,9
722140,8,1,0,2025-09-01,West Bengal,Bankura,9
722148,2,0,0,2025-09-01,West Bengal,Bankura,9
722153,1,0,0,2025-09-01,West Bengal,Bankura,9
722202,1,1,0,2025-09-01,West Bengal,Bankura,9
722206,5,2,0,2025-09-01,West Bengal,Bankura,9
712134,0,5,0,2025-09-01,West Bengal,,9
713101,12,1,0,2025-09-01,West Bengal,,9
713102,18,3,0,2025-09-01,West Bengal,,9
713104,4,0,0,2025-09-01,West Bengal,,9
713125,7,0,0,2025-09-01,West Bengal,,9
713126,1,0,0,2025-09-01,West Bengal,,9
713142,1,0,0,2025-09-01,West Bengal,,9
713145,8,0,0,2025-09-01,West Bengal,,9
713337,0,1,0,2025-09-01,West Bengal,,9
713364,1,0,0,2025-09-01,West Bengal,,9
713401,1,1,0,2025-09-01,West Bengal,,9
713404,2,0,0,2025-09-01,West Bengal,,9
713423,2,0,0,2025-09-01,West Bengal,,9
713424,10,1,0,2025-09-01,West Bengal,,9
713426,3,0,0,2025-09-01,West Bengal,,9
713513,1,2,0,2025-09-01,West Bengal,,9
713147,2,1,0,2025-09-01,West Bengal,Purba Bardhaman,9
713151,1,0,0,2025-09-01,West Bengal,Purba Bardhaman,9
713168,1,0,0,2025-09-01,West Bengal,Purba Bardhaman,9
713363,1,0,0,2025-09-01,West Bengal,Purba Bardhaman,9
713514,0,1,0,2025-09-01,West Bengal,Purba Bardhaman,9
731101,2,1,0,2025-09-01,West Bengal,Birbhum,9
731103,5,0,0,2025-09-01,West Bengal,Birbhum,9
731127,2,0,0,2025-09-01,West Bengal,Birbhum,9
731221,20,4,1,2025-09-01,West Bengal,Birbhum,9
731222,10,3,0,2025-09-01,West Bengal,Birbhum,9
731223,1,0,0,2025-09-01,West Bengal,Birbhum,9
731238,18,2,0,2025-09-01,West Bengal,Birbhum,9
731244,2,0,0,2025-09-01,West Bengal,Birbhum,9
735304,1,0,0,2025-09-01,West Bengal,Cooch Behar,9
736145,4,1,0,2025-09-01,West Bengal,Cooch Behar,9
736167,12,5,0,2025-09-01,West Bengal,Cooch Behar,9
736169,0,1,0,2025-09-01,West Bengal,Cooch Behar,9
736174,0,1,0,2025-09-01,West Bengal,Cooch Behar,9
733102,2,0,0,2025-09-01,West Bengal,Dakshin Dinajpur,9
733128,4,3,0,2025-09-01,West Bengal,Dakshin Dinajpur,9
733132,4,1,0,2025-09-01,West Bengal,Dakshin Dinajpur,9
733145,1,0,0,2025-09-01,West Bengal,Dakshin Dinajpur,9
734009,3,0,0,2025-09-01,West Bengal,Darjeeling,9
734101,0,1,0,2025-09-01,West Bengal,Darjeeling,9
734104,1,1,0,2025-09-01,West Bengal,Darjeeling,9
734301,4,3,0,2025-09-01,West Bengal,Darjeeling,9
734314,1,0,0,2025-09-01,West Bengal,Darjeeling,9
734426,3,1,0,2025-09-01,West Bengal,Darjeeling,9
734434,12,4,0,2025-09-01,West Bengal,Darjeeling,9
735231,0,1,0,2025-09-01,West Bengal,Darjeeling,9
734426,1,1,0,2025-09-01,West Bengal,Darjeeling,9
721439,1,0,0,2025-09-01,West Bengal,,9
721440,1,0,0,2025-09-01,West Bengal,,9
721601,1,0,0,2025-09-01,West Bengal,,9
711112,1,0,0,2025-09-01,West Bengal,Howrah,9
711303,4,0,0,2025-09-01,West Bengal,Howrah,9
711316,2,2,0,2025-09-01,West Bengal,Howrah,9
712102,3,1,0,2025-09-01,West Bengal,Hooghly,9
712146,2,2,0,2025-09-01,West Bengal,Hooghly,9
712232,1,0,0,2025-09-01,West Bengal,Hooghly,9
712245,1,0,0,2025-09-01,West Bengal,Hooghly,9
712247,0,1,0,2025-09-01,West Bengal,Hooghly,9
712301,2,1,0,2025-09-01,West Bengal,Hooghly,9
712302,2,1,0,2025-09-01,West Bengal,Hooghly,9
712306,3,2,0,2025-09-01,West Bengal,Hooghly,9
712310,3,0,0,2025-09-01,West Bengal,Hooghly,9
712406,6,4,0,2025-09-01,West Bengal,Hooghly,9
712409,1,0,0,2025-09-01,West Bengal,Hooghly,9
712415,2,0,0,2025-09-01,West Bengal,Hooghly,9
712420,1,0,0,2025-09-01,West Bengal,Hooghly,9
712613,9,0,0,2025-09-01,West Bengal,Hooghly,9
712615,1,0,0,2025-09-01,West Bengal,Hooghly,9
712616,7,1,0,2025-09-01,West Bengal,Hooghly,9
712706,4,0,0,2025-09-01,West Bengal,Hooghly,9
711102,4,0,0,2025-09-01,West Bengal,Howrah,9
711114,1,0,0,2025-09-01,West Bengal,Howrah,9
711204,3,1,0,2025-09-01,West Bengal,Howrah,9
711226,2,0,0,2025-09-01,West Bengal,Howrah,9
711303,36,6,0,2025-09-01,West Bengal,Howrah,9
711309,1,0,0,2025-09-01,West Bengal,Howrah,9
711310,9,3,0,2025-09-01,West Bengal,Howrah,9
711312,11,4,0,2025-09-01,West Bengal,Howrah,9
711316,19,16,0,2025-09-01,West Bengal,Howrah,9
711317,1,2,0,2025-09-01,West Bengal,Howrah,9
711322,6,2,0,2025-09-01,West Bengal,Howrah,9
711405,0,1,0,2025-09-01,West Bengal,Howrah,9
711408,1,0,0,2025-09-01,West Bengal,Howrah,9
711416,2,1,0,2025-09-01,West Bengal,Howrah,9
735202,1,5,1,2025-09-01,West Bengal,Jalpaiguri,9
735204,3,1,0,2025-09-01,West Bengal,Jalpaiguri,9
735220,2,1,0,2025-09-01,West Bengal,Jalpaiguri,9
735233,2,5,0,2025-09-01,West Bengal,Jalpaiguri,9
736203,0,2,0,2025-09-01,West Bengal,Jalpaiguri,9
736206,8,1,0,2025-09-01,West Bengal,Jalpaiguri,9
734314,0,0,1,2025-09-01,West Bengal,Kalimpong,9
735301,2,2,0,2025-09-01,West Bengal,Cooch Behar,9
736146,3,3,0,2025-09-01,West Bengal,Cooch Behar,9
736167,5,3,0,2025-09-01,West Bengal,Cooch Behar,9
736171,1,0,0,2025-09-01,West Bengal,Cooch Behar,9
700002,3,2,0,2025-09-01,West Bengal,Kolkata,9
700008,0,1,0,2025-09-01,West Bengal,Kolkata,9
700009,2,3,0,2025-09-01,West Bengal,Kolkata,9
700010,1,0,0,2025-09-01,West Bengal,Kolkata,9
700011,6,4,0,2025-09-01,West Bengal,Kolkata,9
700013,3,1,0,2025-09-01,West Bengal,Kolkata,9
700015,5,3,1,2025-09-01,West Bengal,Kolkata,9
700025,1,0,0,2025-09-01,West Bengal,Kolkata,9
700028,1,0,0,2025-09-01,West Bengal,Kolkata,9
700033,1,1,0,2025-09-01,West Bengal,Kolkata,9
700039,3,0,2,2025-09-01,West Bengal,Kolkata,9
700040,0,0,1,2025-09-01,West Bengal,Kolkata,9
700045,2,0,0,2025-09-01,West Bengal,Kolkata,9
700046,2,0,0,2025-09-01,West Bengal,Kolkata,9
700047,0,1,0,2025-09-01,West Bengal,Kolkata,9
700053,4,2,0,2025-09-01,West Bengal,Kolkata,9
700067,1,1,0,2025-09-01,West Bengal,Kolkata,9
700074,1,0,0,2025-09-01,West Bengal,Kolkata,9
700077,0,1,0,2025-09-01,West Bengal,Kolkata,9
700090,2,0,0,2025-09-01,West Bengal,Kolkata,9
700104,1,0,0,2025-09-01,West Bengal,Kolkata,9
732101,1,0,0,2025-09-01,West Bengal,Malda,9
732126,3,0,1,2025-09-01,West Bengal,Malda,9
732102,2,0,0,2025-09-01,West Bengal,,9
732123,0,2,0,2025-09-01,West Bengal,,9
732205,3,3,0,2025-09-01,West Bengal,,9
732214,1,0,0,2025-09-01,West Bengal,,9
741156,6,0,0,2025-09-01,West Bengal,Murshidabad,9
742102,12,2,0,2025-09-01,West Bengal,Murshidabad,9
742113,1,0,0,2025-09-01,West Bengal,Murshidabad,9
742135,22,3,0,2025-09-01,West Bengal,Murshidabad,9
742159,11,1,0,2025-09-01,West Bengal,Murshidabad,9
742162,2,0,0,2025-09-01,West Bengal,Murshidabad,9
742163,2,0,0,2025-09-01,West Bengal,Murshidabad,9
742181,3,0,0,2025-09-01,West Bengal,Murshidabad,9
742201,14,1,0,2025-09-01,West Bengal,Murshidabad,9
742237,8,2,0,2025-09-01,West Bengal,Murshidabad,9
742302,19,3,0,2025-09-01,West Bengal,Murshidabad,9
741102,2,1,0,2025-09-01,West Bengal,Nadia,9
741125,6,1,0,2025-09-01,West Bengal,Nadia,9
741153,1,0,0,2025-09-01,West Bengal,Nadia,9
741157,2,0,0,2025-09-01,West Bengal,Nadia,9
741246,1,1,0,2025-09-01,West Bengal,Nadia,9
741251,0,1,0,2025-09-01,West Bengal,Nadia,9
741254,0,1,0,2025-09-01,West Bengal,Nadia,9
741502,7,0,0,2025-09-01,West Bengal,Nadia,9
741503,3,0,0,2025-09-01,West Bengal,Nadia,9
741504,3,0,0,2025-09-01,West Bengal,Nadia,9
743711,2,0,0,2025-09-01,West Bengal,Nadia,9
700028,0,0,1,2025-09-01,West Bengal,,9
700030,0,3,0,2025-09-01,West Bengal,,9
700089,1,0,0,2025-09-01,West Bengal,,9
700113,1,1,1,2025-09-01,West Bengal,,9
700124,0,1,0,2025-09-01,West Bengal,,9
700126,6,1,0,2025-09-01,West Bengal,,9
700136,4,0,0,2025-09-01,West Bengal,,9
700158,0,0,1,2025-09-01,West Bengal,,9
743125,1,2,0,2025-09-01,West Bengal,,9
743222,1,1,0,2025-09-01,West Bengal,,9
743233,1,0,2,2025-09-01,West Bengal,,9
743234,1,0,0,2025-09-01,West Bengal,,9
743235,7,0,1,2025-09-01,West Bengal,,9
743272,4,0,1,2025-09-01,West Bengal,,9
743401,2,0,0,2025-09-01,West Bengal,,9
743405,3,0,0,2025-09-01,West Bengal,,9
743429,3,0,0,2025-09-01,West Bengal,,9
743435,0,1,0,2025-09-01,West Bengal,,9
743446,3,0,0,2025-09-01,West Bengal,,9
743704,1,0,0,2025-09-01,West Bengal,,9
733128,0,1,0,2025-09-01,West Bengal,Uttar Dinajpur,9
733201,0,2,0,2025-09-01,West Bengal,Uttar Dinajpur,9
743249,1,0,0,2025-09-01,West Bengal,North 24 Parganas,9
713148,1,0,1,2025-09-01,West Bengal,Paschim Bardhaman,9
713362,0,1,0,2025-09-01,West Bengal,Paschim Bardhaman,9
721101,2,0,0,2025-09-01,West Bengal,Paschim Medinipur,9
721122,2,0,0,2025-09-01,West Bengal,Paschim Medinipur,9
721148,2,0,0,2025-09-01,West Bengal,Paschim Medinipur,9
721156,1,0,0,2025-09-01,West Bengal,Paschim Medinipur,9
721160,1,0,0,2025-09-01,West Bengal,Paschim Medinipur,9
721211,6,0,0,2025-09-01,West Bengal,Paschim Medinipur,9
721457,1,0,0,2025-09-01,West Bengal,Paschim Medinipur,9
721504,0,2,0,2025-09-01,West Bengal,Paschim Medinipur,9
713101,2,0,0,2025-09-01,West Bengal,Purba Bardhaman,9
713103,2,0,0,2025-09-01,West Bengal,Purba Bardhaman,9
713125,1,0,0,2025-09-01,West Bengal,Purba Bardhaman,9
713142,4,0,0,2025-09-01,West Bengal,Purba Bardhaman,9
713154,1,0,0,2025-09-01,West Bengal,Purba Bardhaman,9
713157,2,0,0,2025-09-01,West Bengal,Purba Bardhaman,9
713403,0,1,1,2025-09-01,West Bengal,Purba Bardhaman,9
713514,1,0,0,2025-09-01,West Bengal,Purba Bardhaman,9
713519,1,0,0,2025-09-01,West Bengal,Purba Bardhaman,9
721134,4,0,0,2025-09-01,West Bengal,Purba Medinipur,9
721154,1,0,0,2025-09-01,West Bengal,Purba Medinipur,9
721168,1,0,0,2025-09-01,West Bengal,Purba Medinipur,9
721430,1,0,0,2025-09-01,West Bengal,Purba Medinipur,9
721433,0,1,0,2025-09-01,West Bengal,Purba Medinipur,9
721439,6,0,0,2025-09-01,West Bengal,Purba Medinipur,9
721440,2,0,0,2025-09-01,West Bengal,Purba Medinipur,9
721455,5,0,0,2025-09-01,West Bengal,Purba Medinipur,9
721456,5,0,0,2025-09-01,West Bengal,Purba Medinipur,9
721601,11,2,0,2025-09-01,West Bengal,Purba Medinipur,9
721634,1,0,0,2025-09-01,West Bengal,Purba Medinipur,9
721650,3,0,0,2025-09-01,West Bengal,Purba Medinipur,9
723103,1,0,0,2025-09-01,West Bengal,Purulia,9
723155,1,1,0,2025-09-01,West Bengal,Purulia,9
723201,4,7,0,2025-09-01,West Bengal,,9
700039,2,6,0,2025-09-01,West Bengal,,9
700059,4,1,0,2025-09-01,West Bengal,,9
700103,2,1,0,2025-09-01,West Bengal,,9
700135,14,3,0,2025-09-01,West Bengal,,9
700154,3,3,0,2025-09-01,West Bengal,,9
743312,4,2,0,2025-09-01,West Bengal,,9
743332,1,0,0,2025-09-01,West Bengal,,9
743355,18,2,0,2025-09-01,West Bengal,,9
743383,5,1,0,2025-09-01,West Bengal,,9
743425,4,0,0,2025-09-01,West Bengal,,9
743611,1,1,0,2025-09-01,West Bengal,,9
733126,1,0,0,2025-09-01,West Bengal,Dakshin Dinajpur,9
700008,0,1,0,2025-09-01,West Bengal,South 24 Parganas,9
700099,1,0,0,2025-09-01,West Bengal,South 24 Parganas,9
700137,1,0,0,2025-09-01,West Bengal,South 24 Parganas,9
700138,1,0,0,2025-09-01,West Bengal,South 24 Parganas,9
700145,1,0,0,2025-09-01,West Bengal,South 24 Parganas,9
743318,2,0,0,2025-09-01,West Bengal,South 24 Parganas,9
743387,1,0,0,2025-09-01,West Bengal,South 24 Parganas,9
743392,0,1,0,2025-09-01,West Bengal,South 24 Parganas,9
743610,1,0,0,2025-09-01,West Bengal,South 24 Parganas,9
733123,11,3,0,2025-09-01,West Bengal,Uttar Dinajpur,9
733129,5,0,0,2025-09-01,West Bengal,Uttar Dinajpur,9
733134,15,4,0,2025-09-01,West Bengal,Uttar Dinajpur,9
733208,23,13,0,2025-09-01,West Bengal,Uttar Dinajpur,9
733209,17,2,0,2025-09-01,West Bengal,Uttar Dinajpur,9
733210,50,38,0,2025-09-01,West Bengal,Uttar Dinajpur,9
733216,2,0,0,2025-09-01,West Bengal,Uttar Dinajpur,9
721102,4,3,0,2025-09-01,West Bengal,,9
721126,0,2,0,2025-09-01,West Bengal,,9
721301,3,3,0,2025-09-01,West Bengal,,9
721305,2,1,0,2025-09-01,West Bengal,,9
721506,3,1,0,2025-09-01,West Bengal,,9
721507,1,0,0,2025-09-01,West Bengal,,9
735208,0,0,1,2025-09-01,West Bengal,Alipurduar,9
735214,1,0,0,2025-09-01,West Bengal,Alipurduar,9
735215,0,2,0,2025-09-01,West Bengal,Alipurduar,9
735220,2,0,0,2025-09-01,West Bengal,Alipurduar,9
736121,1,1,0,2025-09-01,West Bengal,Alipurduar,9
736201,1,0,0,2025-09-01,West Bengal,Alipurduar,9
736202,2,0,0,2025-09-01,West Bengal,Alipurduar,9
722121,12,7,0,2025-09-01,West Bengal,Bankura,9
722133,1,0,0,2025-09-01,West Bengal,Bankura,9
722134,1,0,0,2025-09-01,West Bengal,Bankura,9
722151,4,0,0,2025-09-01,West Bengal,Bankura,9
722158,1,0,0,2025-09-01,West Bengal,Bankura,9
722164,2,0,0,2025-09-01,West Bengal,Bankura,9
722182,0,1,0,2025-09-01,West Bengal,Bankura,9
712410,2,0,0,2025-09-01,West Bengal,,9
713128,2,1,0,2025-09-01,West Bengal,,9
713129,12,0,0,2025-09-01,West Bengal,,9
713131,0,1,0,2025-09-01,West Bengal,,9
713147,2,0,0,2025-09-01,West Bengal,,9
713149,1,0,0,2025-09-01,West Bengal,,9
713150,8,1,0,2025-09-01,West Bengal,,9
713152,0,1,0,2025-09-01,West Bengal,,9
713165,1,0,0,2025-09-01,West Bengal,,9
713204,3,0,0,2025-09-01,West Bengal,,9
713302,0,1,0,2025-09-01,West Bengal,,9
713336,2,0,0,2025-09-01,West Bengal,,9
713347,13,0,0,2025-09-01,West Bengal,,9
713357,0,2,0,2025-09-01,West Bengal,,9
713373,4,1,0,2025-09-01,West Bengal,,9
713408,7,1,0,2025-09-01,West Bengal,,9
713422,10,3,0,2025-09-01,West Bengal,,9
713429,2,0,0,2025-09-01,West Bengal,,9
713512,2,2,0,2025-09-01,West Bengal,,9
713160,0,1,0,2025-09-01,West Bengal,Purba Bardhaman,9
713334,1,1,0,2025-09-01,West Bengal,Purba Bardhaman,9
713340,1,0,0,2025-09-01,West Bengal,Purba Bardhaman,9
